item_id,model,strategy,duration_ms,tp,fp,fn,ground_truth,predictions,prediction_source,mapped_rule_ids,schema_valid,parse_failed,empty_response,error,error_class,has_prediction,raw_output_excerpt
1488388154_0,llama-4-scout-17b-16e-instruct,zero-shot,11,0,0,0,2.4.4|2.4.9|4.1.2|1.4.6,,skipped_input_too_large,,False,False,False,max_input_tokens_exceeded:20915>20000,max_input_tokens_exceeded:20915>20000,False,
4246706624_0,llama-4-scout-17b-16e-instruct,zero-shot,3641,1,0,3,1.3.1|3.1.1|2.4.2|2.4.6,1.3.1,json,,True,False,False,,ok,True,"{""violations"": [
  {""wcagCode"": ""1.3.1"", ""violationName"": ""Semantic Meaning of Content"", ""category"": ""semantic"",
   ""html"": ""<pre style=\""word-wrap: break-word; white-space: pre-wrap;\"">Unknown Error</pre>"", ""target"": ""pre"",
   ""description"": ""Content presented in a way that implies a different meaning than its actual purpose."",
   ""impact"": ""serious"", ""confidence"": 0.9}
]}"
2103007653_0,llama-4-scout-17b-16e-instruct,zero-shot,19647,1,0,2,1.3.1|1.4.3|1.4.6,1.3.1,json,,True,False,False,,ok,True,"{""violations"": [
  {""wcagCode"": ""1.3.1"", ""violationName"": ""Missing Alternative Text"", ""category"": ""semantic"",
   ""html"": ""<img alt='' class='image-module__image___vystJ' loading='lazy' src='https://contentful-images.code.org/90t6bu6vlf76/6CiGawCMXBlvCHBjm1y2s6/634ae20b01c31df4b9507a9e827e8740/2.6M_Updated_Banner_Graphic_Hi_Res.gif?fm=webp'/>"", ""target"": ""img"",
   ""description"": ""Image lacks alternative text."", ""impact"": ""serious"", ""confidence"": 0.9},
  {""wcagCode"": ""1.3.1"", ""violationName"": ""Missing Alternative Text"", ""category"": ""semantic"",
   ""html"": ""<img alt='' class='mui-t3ax9v' loading='"
424_0,llama-4-scout-17b-16e-instruct,zero-shot,1592,0,0,0,4.1.1|1.4.6,,none,,False,False,False,"Error code: 400 - {'error': 'The number of tokens to keep from the initial prompt is greater than the context length (n_keep: 17073>= n_ctx: 16640). Try to load the model with a larger context length, or provide a shorter input.'}","Error code: 400 - {'error': 'The number of tokens to keep from the initial prompt is greater than the context length (n_keep: 17073>= n_ctx: 16640). Try to load the model with a larger context length, or provide a shorter input.'}",False,
2839400116_0,llama-4-scout-17b-16e-instruct,zero-shot,28129,1,0,6,1.3.1|1.4.3|1.4.6|2.4.4|2.4.6|2.4.9|4.1.1,1.3.1,json,,True,False,False,,ok,True,"{""violations"": [
  {""wcagCode"": ""1.3.1"", ""violationName"": ""Missing Alternative Text for Images used as links or having functional purpose"", ""category"": ""semantic"",
   ""html"": ""<img alt='course thumbnail' src='https://cdn.codechef.com/images/homepage/icons/python-dsa.avif'/>"", 
   ""target"": ""img"",
   ""description"": ""Images used as links or having a functional purpose require alternative text."",
   ""impact"": ""serious"", ""confidence"": 0.9},
  {""wcagCode"": ""1.3.1"", ""violationName"": ""Missing Alternative Text for Images used as links or having functional purpose"", ""category"": ""semantic"",
   ""html"": """
5052508376_0,llama-4-scout-17b-16e-instruct,zero-shot,26,0,0,0,1.3.1|1.4.6|2.4.4|2.4.9|4.1.1,,skipped_input_too_large,,False,False,False,max_input_tokens_exceeded:20033>20000,max_input_tokens_exceeded:20033>20000,False,
4840230107_0,llama-4-scout-17b-16e-instruct,zero-shot,12,0,0,0,1.3.1|1.4.3|1.4.6|2.4.4|1.1.1|2.4.9|4.1.2,,skipped_input_too_large,,False,False,False,max_input_tokens_exceeded:22981>20000,max_input_tokens_exceeded:22981>20000,False,
7100506634_0,llama-4-scout-17b-16e-instruct,zero-shot,12858,1,1,1,1.3.1|1.4.6,1.3.1|3.2.2,json,,True,False,False,,ok,True,"{""violations"": [
  {""wcagCode"": ""3.2.2"", ""violationName"": ""On Focus"", ""category"": ""interaction"", ""html"": ""<button aria-label='Dismiss announcement' id='dismiss-announcement'><svg fill='none' style='width:1em;height:1em;' viewbox='0 0 14 14' xmlns='http://www.w3.org/2000/svg'>...</svg></button>"", ""target"": ""button"", ""description"": ""When the announcement is focused, it does not clearly indicate that 'Learn more' link opens a new tab."", ""impact"": ""moderate"", ""confidence"": 0.8},
  {""wcagCode"": ""1.3.1"", ""violationName"": ""Missing Alternative Text"", ""category"": ""semantic"", ""html"": ""<img alt='' class="
4763170911_0,llama-4-scout-17b-16e-instruct,zero-shot,11292,1,1,7,1.4.3|1.3.1|1.4.6|2.4.4|1.1.1|2.4.9|4.1.2|4.1.1,1.3.1|3.1.1,json,,True,False,False,,ok,True,"{""violations"": [
  {""wcagCode"": ""1.3.1"", ""violationName"": ""Missing Label"", ""category"": ""semantic"",
   ""html"": ""<input autocomplete='off' class='autocomplete-searchbar input-field-button background_icon' data-v-abd0aa90='' id='searchbar-input' placeholder='Search for a paper...' type='text' value=''/>"", 
   ""target"": ""input"", 
   ""description"": ""Form field lacks associated label."", 
   ""impact"": ""serious"", 
   ""confidence"": 0.9},
  {""wcagCode"": ""1.3.1"", ""violationName"": ""Missing Label"", ""category"": ""semantic"",
   ""html"": ""<input autocomplete='off' class='autocomplete-searchbar input-field-butto"
275_0,llama-4-scout-17b-16e-instruct,zero-shot,2045,1,0,4,1.3.1|3.1.1|2.4.2|2.4.6|1.1.1,1.3.1,json,,True,False,False,,ok,True,"{""violations"": [
  {""wcagCode"": ""1.3.1"", ""violationName"": ""Missing Alternative Text for Image"", ""category"": ""semantic"",
   ""html"": ""<img src=\""/apology_objects/logo.jpg\"" style=\""width:512px;\""/>"", ""target"": ""img"",
   ""description"": ""Image lacks alternative text."",
   ""impact"": ""serious"", ""confidence"": 0.9}
]}"
3629420269_0,llama-4-scout-17b-16e-instruct,zero-shot,8964,0,1,3,4.1.1|1.4.3|1.4.6,1.3.1,json,,True,False,False,,ok,True,"{""violations"": [
  {""wcagCode"": ""1.3.1"", ""violationName"": ""Missing Label"", ""category"": ""semantic"",
   ""html"": ""<input type='text' id='quick-search-txt'/>"", ""target"": ""input"",
   ""description"": ""Form field lacks associated label."",
   ""impact"": ""serious"", ""confidence"": 0.9},
  {""wcagCode"": ""1.3.1"", ""violationName"": ""Missing Label"", ""category"": ""semantic"",
   ""html"": ""<input type='text' id='mobile-search-txt'/>"", ""target"": ""input"",
   ""description"": ""Form field lacks associated label."",
   ""impact"": ""serious"", ""confidence"": 0.9},
  {""wcagCode"": ""1.3.1"", ""violationName"": ""Missing Label"", ""categor"
2001421671_0,llama-4-scout-17b-16e-instruct,zero-shot,17073,1,0,2,1.3.1|4.1.2|1.4.6,1.3.1,regex_fallback,,False,True,False,,parse_failed,True,"{""violations"": [
  {""wcagCode"": ""1.3.1"", ""violationName"": ""Missing Label"", ""category"": ""semantic"",
   ""html"": ""<input aria-label=\""Search catalog\"" autocomplete=\""off\"" id=\""algolia-placeholder-search-input\"" name=\""query\"" placeholder=\""What do you want to learn?\"" type=\""text\"" value=\""\""/>"", ""target"": ""input"",
   ""description"": ""Form field lacks associated label."", ""impact"": ""serious"", ""confidence"": 0.9},
  {""wcagCode"": ""1.3.1"", ""violationName"": ""Missing Label"", ""category"": ""semantic"",
   ""html"": ""<button aria-label=\""Open Navigation Menu\"" class=\""cds-149 mobile-menu-hamburger cds-iconButt"
2761488864_0,llama-4-scout-17b-16e-instruct,zero-shot,15492,1,0,6,1.3.1|1.4.3|1.4.6|2.4.4|2.4.6|1.1.1|2.4.9,1.3.1,json,,True,False,False,,ok,True,"{""violations"": [
  {""wcagCode"": ""1.3.1"", ""violationName"": ""Semantic Meaning of Visual Elements Conveyed by Assistive Technology"", ""category"": ""semantic"",
   ""html"": ""<div class=\""spotlight-button gothambold square_image__9\"" href=\""https://www.criterionchannel.com/checkout/subscribe/purchase\"">start your free trial</div>"", 
   ""target"": ""div.spotlight-button.gothambold.square_image__9"", 
   ""description"": ""The div element is used as a button but lacks role='button' attribute."",
   ""impact"": ""serious"", ""confidence"": 0.9},
  {""wcagCode"": ""1.3.1"", ""violationName"": ""Semantic Meaning of Visual Elem"
3479547415_0,llama-4-scout-17b-16e-instruct,zero-shot,12445,1,0,5,1.3.1|1.4.6|2.4.4|2.4.6|1.1.1|2.4.9,1.3.1,json,,True,False,False,,ok,True,"{""violations"": [
  {""wcagCode"": ""1.3.1"", ""violationName"": ""Missing Label"", ""category"": ""semantic"",
   ""html"": ""<button type=\""button\""><svg aria-hidden=\""true\"" class=\""c-icon\"" fill=\""currentColor\"" focusable=\""false\"" height=\""48\"" viewbox=\""0 0 512 512\"" width=\""48\"" xmlns=\""http://www.w3.org/2000/svg\""><path d=\""M25 96C25 78.33 39.33 64 57 64H441C458.7 64 473 78.33 473 96C473 113.7 458.7 128 441 128H57C39.33 128 25 113.7 25 96ZM25 256C25 238.3 39.33 224 57 224H441C458.7 224 473 238.3 473 256C473 273.7 458.7 288 441 288H57C39.33 288 25 273.7 25 256ZM441 448H57C39.33 448 25 433.7 25 416C25 3"
7386667211_0,llama-4-scout-17b-16e-instruct,zero-shot,10647,1,0,3,1.3.1|1.1.1|4.1.2|4.1.1,1.3.1,json,,True,False,False,,ok,True,"{""violations"": [
  {""wcagCode"": ""1.3.1"", ""violationName"": ""Missing Label"", ""category"": ""semantic"",
   ""html"": ""<input type='text' id='email' name='email'/>"", 
   ""target"": ""input"", 
   ""description"": ""Form field lacks associated label."", 
   ""impact"": ""serious"", 
   ""confidence"": 0.9},
  {""wcagCode"": ""1.3.1"", ""violationName"": ""Missing Label"", ""category"": ""semantic"",
   ""html"": ""<select id='header-select-language' name='header-select-language'></select>"", 
   ""target"": ""select"", 
   ""description"": ""Form field lacks associated label."", 
   ""impact"": ""serious"", 
   ""confidence"": 0.9}
]}"
5671992993_0,llama-4-scout-17b-16e-instruct,zero-shot,13000,1,0,7,1.4.3|2.4.6|1.3.1|1.4.6|2.4.4|2.4.9|4.1.2|4.1.1,1.3.1,json,,True,False,False,,ok,True,"{""violations"": [
  {""wcagCode"": ""1.3.1"", ""violationName"": ""Missing Alternative Text for Image"", ""category"": ""semantic"",
   ""html"": ""<img alt='' class='attachment-full size-full wp-image-3482' height='48' src='https://www.curriki.org/wp-content/uploads/2022/10/Curriki_logo_header.svg' width='140'/>"",
   ""target"": ""img"", ""description"": ""Image lacks alternative text."", ""impact"": ""serious"", ""confidence"": 0.9},
  {""wcagCode"": ""1.3.1"", ""violationName"": ""Missing Alternative Text for Image"", ""category"": ""semantic"",
   ""html"": ""<img alt='' class='attachment-full size-full wp-image-3618' height='48' src"
5258548666_0,llama-4-scout-17b-16e-instruct,zero-shot,12312,1,0,5,1.3.1|3.1.1|1.4.3|1.4.6|2.4.4|2.4.9,1.3.1,json,,True,False,False,,ok,True,"{""violations"": [
  {""wcagCode"": ""1.3.1"", ""violationName"": ""Missing Alternative Text"", ""category"": ""semantic"",
   ""html"": ""<img alt='' src=\""//d9hhrg4mnvzow.cloudfront.net/try.dailyburn.com/home_v3/dfb74665-group-1_10nr0aq0ee0ap09d000028.jpg\"" />"", ""target"": ""img"",
   ""description"": ""Image lacks alternative text."",
   ""impact"": ""serious"", ""confidence"": 0.9},
  {""wcagCode"": ""1.3.1"", ""violationName"": ""Missing Alternative Text"", ""category"": ""semantic"",
   ""html"": ""<img alt='' src=\""//d9hhrg4mnvzow.cloudfront.net/try.dailyburn.com/home_v3/e4aeb074-db-laptop-mockup-programs-2x_108u054000000000000028"
230914312_0,llama-4-scout-17b-16e-instruct,zero-shot,11455,1,0,9,3.1.1|1.4.3|2.4.6|1.3.1|1.4.6|2.4.4|1.1.1|2.4.9|4.1.2|4.1.1,1.3.1,json,,True,False,False,,ok,True,"{""violations"": [
  {""wcagCode"": ""1.3.1"", ""violationName"": ""Missing Alternative Text"", ""category"": ""semantic"",
   ""html"": ""<img alt='' class='masthead-map' height='1' src='data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==' usemap='#mastheadmap' width='1'/>"", ""target"": ""img"",
   ""description"": ""Image lacks alternative text."",
   ""impact"": ""serious"", ""confidence"": 0.9},
  {""wcagCode"": ""1.3.1"", ""violationName"": ""Missing Alternative Text"", ""category"": ""semantic"",
   ""html"": ""<img src='https://i.dailymail.co.uk/i/furniture/facebook/DailyMail/DailyMail.png'/>"", ""target"": ""img"
7669162755_0,llama-4-scout-17b-16e-instruct,zero-shot,1276,0,0,0,1.4.6|2.4.4|2.4.6|2.4.9|4.1.2|4.1.1,,none,,False,False,False,"Error code: 400 - {'error': 'The number of tokens to keep from the initial prompt is greater than the context length (n_keep: 18455>= n_ctx: 16640). Try to load the model with a larger context length, or provide a shorter input.'}","Error code: 400 - {'error': 'The number of tokens to keep from the initial prompt is greater than the context length (n_keep: 18455>= n_ctx: 16640). Try to load the model with a larger context length, or provide a shorter input.'}",False,
401_0,llama-4-scout-17b-16e-instruct,zero-shot,232,0,0,0,1.4.6|2.4.4|2.4.6|2.4.9|4.1.1,,none,,False,False,False,"Error code: 400 - {'error': 'The number of tokens to keep from the initial prompt is greater than the context length (n_keep: 18609>= n_ctx: 16640). Try to load the model with a larger context length, or provide a shorter input.'}","Error code: 400 - {'error': 'The number of tokens to keep from the initial prompt is greater than the context length (n_keep: 18609>= n_ctx: 16640). Try to load the model with a larger context length, or provide a shorter input.'}",False,
9402057227_0,llama-4-scout-17b-16e-instruct,zero-shot,11294,0,1,1,1.4.6,1.3.1,json,,True,False,False,,ok,True,"{""violations"": [
  {""wcagCode"": ""1.3.1"", ""violationName"": ""Missing Label"", ""category"": ""semantic"",
   ""html"": ""<button aria-expanded=\""false\"" as=\""[object Object]\"""", ""target"": ""button"",
   ""description"": ""Button lacks associated label."",
   ""impact"": ""serious"", ""confidence"": 0.9},
  {""wcagCode"": ""1.3.1"", ""violationName"": ""Missing Label"", ""category"": ""semantic"",
   ""html"": ""<div aria-label=\""Site search\"" class=\""flex items-center p-[2px]\"" role=\""button\"" tabindex=\""0\"">"", ""target"": ""div"",
   ""description"": ""Div with role button lacks associated label."",
   ""impact"": ""serious"", ""confidence"":"
7443295495_0,llama-4-scout-17b-16e-instruct,zero-shot,9219,0,1,2,1.4.3|1.4.6,1.4.1,json,,True,False,False,,ok,True,"{""violations"": [
  {""wcagCode"": ""1.4.1"", ""violationName"": ""Invalid lang attribute value"", ""category"": ""semantic"",
   ""html"": ""<html lang=\""en-DE\"">"", ""target"": ""html"",
   ""description"": ""The lang attribute value 'en-DE' is not a valid language code."",
   ""impact"": ""serious"", ""confidence"": 0.9}
]}"
1850054633_0,llama-4-scout-17b-16e-instruct,zero-shot,13604,1,1,6,1.4.3|1.4.6|3.3.2|2.4.4|2.4.9|4.1.2|4.1.1,1.3.1|1.4.6,json,,True,False,False,,ok,True,"{""violations"": [
  {""wcagCode"": ""1.3.1"", ""violationName"": ""Missing Label"", ""category"": ""semantic"",
   ""html"": ""<input type='text' id='hero_subscribe_email' placeholder='Email' required='' type='email' value=''/>"", 
   ""target"": ""input#hero_subscribe_email"", 
   ""description"": ""Form field lacks associated label."", 
   ""impact"": ""serious"", ""confidence"": 0.9},
  {""wcagCode"": ""1.3.1"", ""violationName"": ""Missing Label"", ""category"": ""semantic"",
   ""html"": ""<input class='hs-input' id='email-7332de00-d3d3-414b-bf81-c5688dc5483c' inputmode='email' name='email' placeholder='' required='' type='email' val"
3962126274_0,llama-4-scout-17b-16e-instruct,zero-shot,6223,2,1,0,1.3.1|3.1.1,1.3.1|3.1.1|4.1.2,json,,True,False,False,,ok,True,"{""violations"": [
  {""wcagCode"": ""3.1.1"", ""violationName"": ""Page Title is Not Descriptive"", ""category"": ""semantic"",
   ""html"": ""<title>Access Denied</title>"", ""target"": ""title"",
   ""description"": ""The page title does not describe the content or purpose of the page in a concise and clear manner."",
   ""impact"": ""moderate"", ""confidence"": 0.8},
  {""wcagCode"": ""1.3.1"", ""violationName"": ""Heading Does Not Describe Content"", ""category"": ""semantic"",
   ""html"": ""<h1>Access Denied</h1>"", ""target"": ""h1"",
   ""description"": ""The heading does not accurately describe the content or purpose of the page."",
   ""i"
7273535364_0,llama-4-scout-17b-16e-instruct,zero-shot,13803,1,0,4,1.3.1|1.4.6|1.1.1|4.1.2|4.1.1,1.3.1,json,,True,False,False,,ok,True,"{""violations"": [
  {""wcagCode"": ""1.3.1"", ""violationName"": ""Missing Label"", ""category"": ""semantic"",
   ""html"": ""<input class=\""osano-cm-toggle__input osano-cm-input\"" data-category=\""STORAGE\"" id=\""osano-cm-dialog-toggle--category_STORAGE\"" role=\""switch\"" tabindex=\""0\"" type=\""checkbox\""/>"", ""target"": ""input"",
   ""description"": ""Form field lacks associated label."",
   ""impact"": ""serious"", ""confidence"": 0.9},
  {""wcagCode"": ""1.3.1"", ""violationName"": ""Missing Label"", ""category"": ""semantic"",
   ""html"": ""<input class=\""osano-cm-toggle__input osano-cm-input\"" data-category=\""MARKETING\"" id=\""osano-"
6479190649_0,llama-4-scout-17b-16e-instruct,zero-shot,20207,1,0,9,2.4.3|2.1.1|2.4.6|2.4.1|1.3.1|1.4.6|2.4.4|1.1.1|2.4.9|4.1.1,1.3.1,json,,True,False,False,,ok,True,"{""violations"": [
  {""wcagCode"": ""1.3.1"", ""violationName"": ""Missing Alternative Text for Image"", ""category"": ""semantic"",
   ""html"": ""<img alt=\""The Detroit News\"" class=\""expand-icon\"" id=\""logo\"" src=\""https://www.gannett-cdn.com/gannett-web/properties/detroitnews/logos-and-branding/logo-default.svg\""/>"", ""target"": ""img"",
   ""description"": ""Image lacks alternative text."",
   ""impact"": ""serious"", ""confidence"": 0.9},
  {""wcagCode"": ""1.3.1"", ""violationName"": ""Missing Alternative Text for Image"", ""category"": ""semantic"",
   ""html"": ""<img alt=\""The Detroit News\"" class=\""full-height-logo\"" id=\""side"
9394068939_0,llama-4-scout-17b-16e-instruct,zero-shot,10231,1,0,3,1.3.1|1.4.6|4.1.2|4.1.1,1.3.1,json,,True,False,False,,ok,True,"{""violations"": [
  {""wcagCode"": ""1.3.1"", ""violationName"": ""Missing Label"", ""category"": ""semantic"",
   ""html"": ""<input aria-label=\""search\"" autocomplete=\""off\"" class=\""gsc-input\"" dir=\""ltr\"" id=\""gsc-i-id1\"" name=\""search\"" role=\""presentation\"" size=\""10\"" spellcheck=\""false\"" style=\""width: 100%; padding: 0px; border: none; margin: 0px; height: auto; outline: none;\"" title=\""search\"" type=\""text\""/>"", ""target"": ""input"",
   ""description"": ""Form field lacks associated label."",
   ""impact"": ""serious"", ""confidence"": 0.9},
  {""wcagCode"": ""1.3.1"", ""violationName"": ""Missing Label"", ""category"": ""s"
9995178363_0,llama-4-scout-17b-16e-instruct,zero-shot,9495,1,0,6,1.3.1|1.4.6|2.4.4|1.1.1|2.4.9|4.1.2|4.1.1,1.3.1,json,,True,False,False,,ok,True,"{""violations"": [
  {""wcagCode"": ""1.3.1"", ""violationName"": ""Missing Label"", ""category"": ""semantic"",
   ""html"": ""<input name='s' placeholder='Search' type='text'/>"", ""target"": ""input"",
   ""description"": ""Form field lacks associated label."", ""impact"": ""serious"", ""confidence"": 0.9},
  {""wcagCode"": ""1.3.1"", ""violationName"": ""Missing Label"", ""category"": ""semantic"",
   ""html"": ""<input type='submit'/>"", ""target"": ""input"",
   ""description"": ""Form field lacks associated label."", ""impact"": ""serious"", ""confidence"": 0.9}
]}"
510_0,llama-4-scout-17b-16e-instruct,zero-shot,9182,1,0,2,1.3.1|1.1.1|1.4.6,1.3.1,json,,True,False,False,,ok,True,"{""violations"": [
  {""wcagCode"": ""1.3.1"", ""violationName"": ""Missing Label"", ""category"": ""semantic"",
   ""html"": ""<input aria-label=\""Email Address\"" autocomplete=\""email\"" class=\""sc-335967e1-0 glnGeY\"" placeholder=\""Email Address\"" value=\""\""/>"", ""target"": ""input"",
   ""description"": ""Form field lacks associated label."",
   ""impact"": ""serious"", ""confidence"": 0.9},
  {""wcagCode"": ""1.3.1"", ""violationName"": ""Missing Label"", ""category"": ""semantic"",
   ""html"": ""<button aria-label=\""Sign Up for Newsletter\"" class=\""sc-c8bbe1ac-0 sc-b65b6186-0 haeKWy OrBVy\"" color=\""hsl(4, 68%, 52%)\"" type=\""submit\"">S"
27_0,llama-4-scout-17b-16e-instruct,zero-shot,22028,1,1,2,1.3.1|2.4.6|1.4.6,1.3.1|1.4.11,json,,True,False,False,,ok,True,"{""violations"": [
  {""wcagCode"": ""1.3.1"", ""violationName"": ""Missing Alternative Text for Image of Text"", ""category"": ""semantic"",
   ""html"": ""<img alt=\""\"" height=\""226px\"" src=\""/assets/globalAssets/siteTagline.png\"" width=\""14px\""/>"",
   ""target"": ""img"",
   ""description"": ""Image of text lacks alternative text."",
   ""impact"": ""serious"", ""confidence"": 0.9},
  {""wcagCode"": ""1.3.1"", ""violationName"": ""Missing Alternative Text for Image of Text"", ""category"": ""semantic"",
   ""html"": ""<img alt=\""\"" height=\""230px\"" src=\""/assets/socialIcons/facebook.png\"" width=\""50px\""/>"",
   ""target"": ""img"",
   ""desc"
509_0,llama-4-scout-17b-16e-instruct,zero-shot,14657,1,1,3,1.3.1|1.4.6|1.1.1|4.1.2,1.3.1|3.2.4,json,,True,False,False,,ok,True,"{""violations"": [
  {""wcagCode"": ""1.3.1"", ""violationName"": ""Missing Alternative Text"", ""category"": ""semantic"",
   ""html"": ""<img alt='Discover Magazine' class='sc-e706b2c9-0 fUFQZY' height='224px' src='/assets/globalAssets/siteLogo.png' width='64px'/>"",
   ""target"": ""img"",
   ""description"": ""Image lacks alternative text."",
   ""impact"": ""serious"", ""confidence"": 0.9},
  {""wcagCode"": ""1.3.1"", ""violationName"": ""Missing Alternative Text"", ""category"": ""semantic"",
   ""html"": ""<img alt='Science That Matters' class='sc-e706b2c9-0 laNueB' height='226px' src='/assets/globalAssets/siteTagline.png' width='14"
447677652_0,llama-4-scout-17b-16e-instruct,zero-shot,10034,1,0,1,1.3.1|2.4.6,1.3.1,json,,True,False,False,,ok,True,"{""violations"": [
  {""wcagCode"": ""1.3.1"", ""violationName"": ""Missing Label"", ""category"": ""semantic"",
   ""html"": ""<input type='email' id='email' name='email' placeholder='Email' aria-invalid='true'>"", 
   ""target"": ""input"", ""description"": ""Form field lacks associated label."", ""impact"": ""serious"", ""confidence"": 0.9}
]}"
8047369079_0,llama-4-scout-17b-16e-instruct,zero-shot,12180,1,1,7,1.4.4|1.4.3|2.4.6|1.3.1|1.4.6|1.1.1|4.1.2|4.1.1,1.4.4|3.2.2,json,,True,False,False,,ok,True,"{""violations"": [
  {""wcagCode"": ""3.2.2"", ""violationName"": ""On Focus Change"", ""category"": ""layout"",
   ""html"": ""<a aria-label='DNA India Facebook Page' href='https://www.facebook.com/dnaindia' rel='noreferrer' target='_blank'><svg height='31' viewbox='0 0 31 31' width='31' xmlns='https://www.w3.org/2000/svg'>...</a>"",
   ""target"": ""a"",
   ""description"": ""Links with aria-label and change of context on activation may confuse screen reader users."",
   ""impact"": ""moderate"", ""confidence"": 0.8},
  {""wcagCode"": ""1.4.4"", ""violationName"": ""Resize Text"", ""category"": ""layout"",
   ""html"": ""<meta content='w"
1822721092_0,llama-4-scout-17b-16e-instruct,zero-shot,14968,1,0,5,1.3.1|2.4.2|2.4.4|2.4.6|2.4.9|1.4.6,1.3.1,json,,True,False,False,,ok,True,"{""violations"": [
  {""wcagCode"": ""1.3.1"", ""violationName"": ""Missing Alternative Text"", ""category"": ""semantic"",
   ""html"": ""<img alt=\""\"" class=\""logo\"" src=\""https://vhx.imgix.net/docsville2/assets/e4dcfc6d-2b60-48e1-8153-6092376f4b91.png?fit=max&amp;h=84&amp;q=92&amp;w=400\""/>"", ""target"": ""img"",
   ""description"": ""Image lacks alternative text."",
   ""impact"": ""serious"", ""confidence"": 0.9},
  {""wcagCode"": ""1.3.1"", ""violationName"": ""Missing Alternative Text"", ""category"": ""semantic"",
   ""html"": ""<i class=\""icon site-icon-menu\""></i>"", ""target"": ""i"",
   ""description"": ""Icon lacks alternative text."""
316_0,llama-4-scout-17b-16e-instruct,zero-shot,3713,0,0,6,1.3.1|1.4.3|1.4.6|2.4.4|2.4.6|2.4.9,,json_no_codes,,True,False,False,no_wcag_codes_extracted,no_wcag_codes_extracted,False,"{""violations"": []}"
7450209543_0,llama-4-scout-17b-16e-instruct,zero-shot,14136,1,0,2,1.3.1|2.4.6|1.4.6,1.3.1,json,,True,False,False,,ok,True,"{""violations"": [
  {""wcagCode"": ""1.3.1"", ""violationName"": ""Semantic Meaning of Icons"", ""category"": ""semantic"",
   ""html"": ""<i aria-label=\""Search\"" class=\""fa fa-search\""></i>"", ""target"": ""i"",
   ""description"": ""Icon does not have a clear semantic meaning."",
   ""impact"": ""moderate"", ""confidence"": 0.8},
  {""wcagCode"": ""1.3.1"", ""violationName"": ""Semantic Meaning of Icons"", ""category"": ""semantic"",
   ""html"": ""<i class=\""fa fa-chevron-down expand-more-container\""></i>"", ""target"": ""i"",
   ""description"": ""Icon does not have a clear semantic meaning."",
   ""impact"": ""moderate"", ""confidence"": 0.8},
  {"
9136224526_0,llama-4-scout-17b-16e-instruct,zero-shot,15044,1,0,1,1.3.1|1.4.6,1.3.1,json,,True,False,False,,ok,True,"{""violations"": [
  {""wcagCode"": ""1.3.1"", ""violationName"": ""Missing Label"", ""category"": ""semantic"",
   ""html"": ""<input id=\""affiliate_large\"" name=\""affiliate\"" type=\""hidden\"" value=\""www.dol.gov\""/>"", ""target"": ""input"",
   ""description"": ""Hidden form field lacks associated label."", ""impact"": ""serious"", ""confidence"": 0.9},
  {""wcagCode"": ""1.3.1"", ""violationName"": ""Missing Label"", ""category"": ""semantic"",
   ""html"": ""<input id=\""affiliate\"" name=\""affiliate\"" type=\""hidden\"" value=\""www.dol.gov\""/>"", ""target"": ""input"",
   ""description"": ""Hidden form field lacks associated label."", ""impact"": ""ser"
9684391649_0,llama-4-scout-17b-16e-instruct,zero-shot,15202,1,0,9,3.1.1|2.4.3|1.4.3|2.1.1|2.4.6|1.3.1|1.4.6|2.4.4|1.1.1|2.4.9,1.3.1,regex_fallback,,False,True,False,,parse_failed,True,"{""violations"": [
  {""wcagCode"": ""1.3.1"", ""violationName"": ""Missing Label"", ""category"": ""semantic"",
   ""html"": ""<input type='text' />"", ""target"": ""input"",
   ""description"": ""Form field lacks associated label."",
   ""impact"": ""serious"", ""confidence"": 0.9}
]} 
is not correct as there are no input fields found.


The Correct output 

{""violations"": [
  {""wcagCode"": ""1.3.1"", ""violationName"": ""Semantic Meaning of Icons"", ""category"": ""semantic"",
   ""html"": ""<img class=\""close-banner\"" height=\""24\"" src=\""//media.downdogapp.com/asset/exit_icon_0897f2e0@1x.png\"" srcset=\""//media.downdogapp.com/asset/exi"
6658823136_0,llama-4-scout-17b-16e-instruct,zero-shot,1835,0,1,4,1.3.1|1.4.3|1.4.6|4.1.2,2.4.2,json,,True,False,False,,ok,True,"{""violations"": [
  {""wcagCode"": ""2.4.2"", ""violationName"": ""Missing Title"", ""category"": ""semantic"",
   ""html"": ""<title></title>"", ""target"": ""title"",
   ""description"": ""The page title is empty."",
   ""impact"": ""serious"", ""confidence"": 0.9}
]}"
